url,size,new,idx,pathfile
http://www.huffingtonpost.com/news/bridgegate/7/cookie/domain/ads/zone/,133422.0,3.0,9614.0,new_3/9614.html
http://www.huffingtonpost.com/news/bridgegate/7/websocket/enabled/ads/zone/,133433.0,3.0,9630.0,new_3/9630.html
http://www.huffingtonpost.com/news/bridgegate/7/websocket/url/ads/zone/,133421.0,3.0,9645.0,new_3/9645.html
http://www.huffingtonpost.com/news/bridgegate/7/websocket/init/ads/zone/,133424.0,3.0,9660.0,new_3/9660.html
http://www.huffingtonpost.com/news/bridgegate/7/vertical/bignews/ads/zone/,133431.0,3.0,9674.0,new_3/9674.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/front/quickread/ads/zone/,163305.0,3.0,9689.0,new_3/9689.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/front/bignews/ads/zone/,163300.0,3.0,9705.0,new_3/9705.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/bpage/threeup/ads/zone/,163299.0,3.0,9720.0,new_3/9720.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/topnav/load-start/ads/zone/,163476.0,3.0,9738.0,new_3/9738.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/topnav/loaded/ads/zone/,163465.0,3.0,9754.0,new_3/9754.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/content/update/ads/zone/,163468.0,3.0,9770.0,new_3/9770.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/front/quickread/,163470.0,3.0,9777.0,new_3/9777.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/front/bignews/,163463.0,3.0,9778.0,new_3/9778.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/bpage/threeup/,163464.0,3.0,9779.0,new_3/9779.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/huffpost.general,163471.0,3.0,9780.0,new_3/9780.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/us.hpmgother,163458.0,3.0,9782.0,new_3/9782.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/topnav/load-start/,163476.0,3.0,9783.0,new_3/9783.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/topnav/loaded/,163465.0,3.0,9784.0,new_3/9784.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/content/update/,163467.0,3.0,9785.0,new_3/9785.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/ads/zone/,163450.0,3.0,9786.0,new_3/9786.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/topnav/version/,163466.0,3.0,9787.0,new_3/9787.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/cookie/domain/,163464.0,3.0,9788.0,new_3/9788.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/websocket/enabled/,163476.0,3.0,9789.0,new_3/9789.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/websocket/url/,163464.0,3.0,9790.0,new_3/9790.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/websocket/init/,163468.0,3.0,9791.0,new_3/9791.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/ads/zone/vertical/bignews/,163474.0,3.0,9792.0,new_3/9792.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/topnav/version/ads/zone/,163467.0,3.0,9802.0,new_3/9802.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/cookie/domain/ads/zone/,163465.0,3.0,9818.0,new_3/9818.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/websocket/enabled/ads/zone/,163477.0,3.0,9833.0,new_3/9833.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/websocket/url/ads/zone/,163443.0,3.0,9849.0,new_3/9849.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/websocket/init/ads/zone/,163447.0,3.0,9865.0,new_3/9865.html
http://www.huffingtonpost.com/news/bridgegate/2/front/quickread/vertical/bignews/ads/zone/,163453.0,3.0,9881.0,new_3/9881.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/front/quickread/ads/zone/,163444.0,3.0,9897.0,new_3/9897.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/front/bignews/ads/zone/,163437.0,3.0,9912.0,new_3/9912.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/bpage/threeup/ads/zone/,163438.0,3.0,9928.0,new_3/9928.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/topnav/load-start/ads/zone/,163450.0,3.0,9946.0,new_3/9946.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/topnav/loaded/ads/zone/,163437.0,3.0,9962.0,new_3/9962.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/content/update/ads/zone/,163441.0,3.0,9978.0,new_3/9978.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/front/quickread/,163443.0,3.0,9985.0,new_3/9985.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/front/bignews/,163437.0,3.0,9986.0,new_3/9986.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/bpage/threeup/,163437.0,3.0,9987.0,new_3/9987.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/huffpost.general,163443.0,3.0,9988.0,new_3/9988.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/us.hpmgother,163432.0,3.0,9990.0,new_3/9990.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/topnav/load-start/,163450.0,3.0,9991.0,new_3/9991.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/topnav/loaded/,163436.0,3.0,9992.0,new_3/9992.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/content/update/,163440.0,3.0,9993.0,new_3/9993.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/ads/zone/,163422.0,3.0,9994.0,new_3/9994.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/topnav/version/,163440.0,3.0,9995.0,new_3/9995.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/cookie/domain/,163438.0,3.0,9996.0,new_3/9996.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/websocket/enabled/,163450.0,3.0,9997.0,new_3/9997.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/websocket/url/,163437.0,3.0,9998.0,new_3/9998.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/websocket/init/,163441.0,3.0,9999.0,new_3/9999.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/ads/zone/vertical/bignews/,163446.0,3.0,10000.0,new_3/10000.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/topnav/version/ads/zone/,163441.0,3.0,10009.0,new_3/10009.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/cookie/domain/ads/zone/,163438.0,3.0,10025.0,new_3/10025.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/websocket/enabled/ads/zone/,163450.0,3.0,10041.0,new_3/10041.html
http://www.huffingtonpost.com/news/bridgegate/2/front/bignews/websocket/url/ads/zone/,163437.0,3.0,10057.0,new_3/10057.html
